Country_One,Country_Two,Similarity
afghanistan,ägypten,0.2555981728393987
afghanistan,albanien,0.2714063335638213
afghanistan,algerien,0.28348584029160395
afghanistan,angola,0.28837904507510637
afghanistan,argentinien,0.18497074195409796
afghanistan,armenien,0.22516235811480242
afghanistan,aserbaidschan,0.3146146601180839
afghanistan,äthiopien,0.30831959868929737
afghanistan,australien,0.18800813668181124
afghanistan,bangladesch,0.31441013108232774
afghanistan,belarus,0.2706471864964693
afghanistan,belgien,0.17083516473219618
afghanistan,bosnien_und_herzegowina,0.31587997725918
afghanistan,brasilien,0.17884655188204202
afghanistan,bulgarien,0.1934746559639755
afghanistan,chile,0.2563137514046759
afghanistan,china,0.28594173716882143
afghanistan,dänemark,0.1318386930493996
afghanistan,estland,0.11090320257550951
afghanistan,finnland,0.15753931483771993
afghanistan,frankreich,0.21469660022476622
afghanistan,georgien,0.3697118649988732
afghanistan,ghana,0.2244826456909174
afghanistan,griechenland,0.16145934022177083
afghanistan,hongkong,0.20314080850272764
afghanistan,indien,0.24167541177568957
afghanistan,indonesien,0.26536575907656984
afghanistan,irak,0.5389352710577617
afghanistan,iran,0.3798407095857165
afghanistan,irland,0.1215212640122352
afghanistan,island,0.19810851913990346
afghanistan,israel,0.33923075342802367
afghanistan,italien,0.18100496368085517
afghanistan,japan,0.1739273815325425
afghanistan,kambodscha,0.2694369643554191
afghanistan,kanada,0.2793692414352877
afghanistan,kasachstan,0.1735352006400216
afghanistan,kenia,0.20940668031599213
afghanistan,kolumbien,0.36713311635714646
afghanistan,kongo,0.46236762358417105
afghanistan,kroatien,0.23579525468074786
afghanistan,kuba,0.24195469402514877
afghanistan,lettland,0.1270101562398247
afghanistan,libyen,0.2445086448292673
afghanistan,litauen,0.14017847563112357
afghanistan,luxemburg,0.14178918869779752
afghanistan,malaysia,0.19753986795146958
afghanistan,mali,0.27112174590362464
afghanistan,malta,0.09683724029034713
afghanistan,mazedonien,0.31670467022346993
afghanistan,mexiko,0.16817479440329242
afghanistan,montenegro,0.3144230057188302
afghanistan,mosambik,0.2602073029877246
afghanistan,namibia,0.1854113231283605
afghanistan,nepal,0.2280895589188324
afghanistan,neuseeland,0.28235807407422536
afghanistan,niederlande,0.14554512806700387
afghanistan,niger,0.2721893324107245
afghanistan,nigeria,0.26585103268403937
afghanistan,nordkorea,0.28930852555538256
