Country_One,Country_Two,Similarity
afghanistan,ägypten,0.26833743092906237
afghanistan,albanien,0.2829650520169037
afghanistan,algerien,0.17437733464597405
afghanistan,angola,0.2614075429695911
afghanistan,argentinien,0.2365674133862184
afghanistan,armenien,0.25313273267140357
afghanistan,aserbaidschan,0.17789951477785737
afghanistan,äthiopien,0.32844127865524975
afghanistan,australien,0.16323762264734726
afghanistan,bangladesch,0.262160540175359
afghanistan,belarus,0.2880056198100307
afghanistan,belgien,0.19966702404873216
afghanistan,bosnien_und_herzegowina,0.30794942892506905
afghanistan,brasilien,0.19241999336292837
afghanistan,bulgarien,0.16948496671335755
afghanistan,chile,0.19975314053518178
afghanistan,china,0.276831532503203
afghanistan,dänemark,0.12585281435173157
afghanistan,estland,0.07354874260670617
afghanistan,finnland,0.07360157692411279
afghanistan,frankreich,0.2224207858994603
afghanistan,georgien,0.37510709244699114
afghanistan,ghana,0.2393832535820106
afghanistan,griechenland,0.21053882812164065
afghanistan,hongkong,0.18662595431831847
afghanistan,indien,0.31558563050307953
afghanistan,indonesien,0.2963576092505664
afghanistan,irak,0.4854950435657127
afghanistan,iran,0.3930796535278724
afghanistan,irland,0.14815423854278711
afghanistan,island,0.16242422815085872
afghanistan,israel,0.37438394825731514
afghanistan,italien,0.17385602532082967
afghanistan,japan,0.18593646365641756
afghanistan,kambodscha,0.2443090180147144
afghanistan,kanada,0.2936804824478143
afghanistan,kasachstan,0.21175370571909194
afghanistan,kenia,0.30851693578098505
afghanistan,kolumbien,0.30053848315796156
afghanistan,kongo,0.48931973457734634
afghanistan,kroatien,0.20537702758205217
afghanistan,kuba,0.23328509936859687
afghanistan,lettland,0.12348635348464604
afghanistan,libyen,0.2809797042008816
afghanistan,litauen,0.10403730990183696
afghanistan,luxemburg,0.09140826918588743
afghanistan,malaysia,0.2823121327526684
afghanistan,mali,0.2843146594279422
afghanistan,malta,0.06129335660256349
afghanistan,mazedonien,0.34668325361978014
afghanistan,mexiko,0.18817558983422916
afghanistan,montenegro,0.2295916846386965
afghanistan,mosambik,0.2823662293097363
afghanistan,namibia,0.21376219231965665
afghanistan,nepal,0.25816766433315724
afghanistan,neuseeland,0.1953259976441909
afghanistan,niederlande,0.19116848985341223
afghanistan,niger,0.15676524225096714
afghanistan,nigeria,0.12521195918355982
afghanistan,nordkorea,0.33001355467383553
afghanistan,norwegen,0.25143898433934364
afghanistan,österreich,0.049678646836388625
afghanistan,pakistan,0.5989908564886688
afghanistan,philippinen,0.2133928222816346
afghanistan,polen,0.20354327919587895
afghanistan,portugal,0.1485489964068324
afghanistan,ruanda,0.2832691209064536
afghanistan,rumänien,0.17193952625652997
afghanistan,saudi_arabien,0.2654977507235952
afghanistan,schweden,0.1821809136730969
afghanistan,schweiz,0.08414741654718912
afghanistan,senegal,0.2191958709905705
afghanistan,serbien,0.302969725994546
afghanistan,singapur,0.1587787081638227
afghanistan,slowakei,0.08652260592812155
afghanistan,slowenien,0.09762696456690166
afghanistan,somalia,0.40347364446603345
afghanistan,spanien,0.19022606403065864
afghanistan,südafrika,0.2257965455727518
afghanistan,sudan,0.5130783626864945
afghanistan,südkorea,0.2601001400747216
afghanistan,südsudan,0.3883984476797573
afghanistan,syrien,0.3049891363769597
afghanistan,tansania,0.22786550230245567
afghanistan,thailand,0.28511127436932454
afghanistan,tschechien,0.19969374755213878
afghanistan,türkei,0.2798285212728089
afghanistan,uganda,0.247471713565159
afghanistan,ukraine,0.25111067038821044
afghanistan,ungarn,0.0927950318473307
afghanistan,usa,0.2940133002239501
afghanistan,vereinigtes_königreich,0.20893144030900754
afghanistan,vietnam,0.28644056874358076
afghanistan,zypern,0.16041192816360075
ägypten,albanien,0.25659592154124145
ägypten,algerien,0.34343412742866175
ägypten,angola,0.2895412685686403
ägypten,argentinien,0.1917749305886384
ägypten,armenien,0.2832910752279117
ägypten,aserbaidschan,0.2815336166277963
ägypten,äthiopien,0.31681831364399393
ägypten,australien,0.25936153019768715
ägypten,bangladesch,0.3535457630200384
ägypten,belarus,0.13395397795422853
ägypten,belgien,0.23547448545316263
ägypten,bosnien_und_herzegowina,0.17065289457466545
ägypten,brasilien,0.3020880181979345
ägypten,bulgarien,0.13827768830305903
ägypten,chile,0.32864994315991347
ägypten,china,0.3711877101949055
ägypten,dänemark,0.20201245516904004
ägypten,estland,0.1728112758075815
ägypten,finnland,0.18582524796295802
ägypten,frankreich,0.271790042952445
