Country_One,Country_Two,Similarity
afghanistan,ägypten,0.2457293536804973
afghanistan,albanien,0.3235424712429357
afghanistan,algerien,0.18911095979671597
afghanistan,angola,0.2356524927729282
afghanistan,argentinien,0.2529009205102426
afghanistan,armenien,0.24604664740891075
afghanistan,aserbaidschan,0.2619188562584952
afghanistan,äthiopien,0.2609031598018246
afghanistan,australien,0.19122165525117235
afghanistan,bangladesch,0.29269737028137255
afghanistan,belarus,0.22312795040321426
afghanistan,belgien,0.179270677166042
afghanistan,bosnien_und_herzegowina,0.30946458520309655
afghanistan,brasilien,0.22865608941716276
afghanistan,bulgarien,0.198780892818269
afghanistan,chile,0.29586192490175545
afghanistan,china,0.2996956541569593
afghanistan,dänemark,0.13351850817906669
afghanistan,estland,0.1058447720275163
afghanistan,finnland,0.10718914444748577
afghanistan,frankreich,0.2293502441625216
afghanistan,georgien,0.347891792108314
afghanistan,ghana,0.18317371890988218
afghanistan,griechenland,0.22623293557457627
afghanistan,hongkong,0.16917785148867642
afghanistan,indien,0.3155608104188662
afghanistan,indonesien,0.29054810788899577
afghanistan,irak,0.5142468018977543
afghanistan,iran,0.3635732683692372
afghanistan,irland,0.15783516034373538
afghanistan,island,0.17470209011312332
afghanistan,israel,0.3367609163230887
afghanistan,italien,0.22319532850388812
afghanistan,japan,0.22271590512311623
afghanistan,kambodscha,0.3201986932211882
afghanistan,kanada,0.267301434095243
afghanistan,kasachstan,0.2085743664705428
afghanistan,kenia,0.26746132660116756
afghanistan,kolumbien,0.352314934359224
afghanistan,kongo,0.5100874078548682
afghanistan,kroatien,0.19750252264260465
afghanistan,kuba,0.22492596480438387
afghanistan,lettland,0.14531513202580587
afghanistan,libyen,0.27050577294050265
afghanistan,litauen,0.13394399830750436
afghanistan,luxemburg,0.11063723445392379
afghanistan,malaysia,0.22616028719822812
afghanistan,mali,0.2246921754533345
afghanistan,malta,0.101039441281222
afghanistan,mazedonien,0.33635017797505307
afghanistan,mexiko,0.23840448471724277
afghanistan,montenegro,0.30587717744427256
afghanistan,mosambik,0.19990090745076938
afghanistan,namibia,0.17776518212591214
afghanistan,nepal,0.30787717245441437
afghanistan,neuseeland,0.1899464706031574
afghanistan,niederlande,0.16794831602332308
afghanistan,niger,0.1914634532133932
afghanistan,nigeria,0.24574644321898761
afghanistan,nordkorea,0.32900305238564764
afghanistan,norwegen,0.20799128058558408
afghanistan,österreich,0.1488401085720215
afghanistan,pakistan,0.6088450894130214
afghanistan,philippinen,0.16247832854163352
afghanistan,polen,0.20870817711312425
afghanistan,portugal,0.17549185677742896
afghanistan,ruanda,0.24623860990039687
afghanistan,rumänien,0.20797970424001538
afghanistan,saudi_arabien,0.25248346626276275
afghanistan,schweden,0.205281713324118
afghanistan,schweiz,0.12885059913697205
afghanistan,senegal,0.19841250920111628
afghanistan,serbien,0.31439806699063233
afghanistan,singapur,0.14161432717123648
afghanistan,slowakei,0.0967542765602764
afghanistan,slowenien,0.1132320925982199
afghanistan,somalia,0.4203221705994735
afghanistan,spanien,0.17271496914162177
afghanistan,südafrika,0.2838476474003348
afghanistan,sudan,0.4744843348439183
afghanistan,südkorea,0.20036888762331242
afghanistan,südsudan,0.4130346420470421
afghanistan,syrien,0.29914345882296467
afghanistan,tansania,0.20204544502281177
afghanistan,thailand,0.27533903766584905
afghanistan,tschechien,0.18783206873175035
afghanistan,türkei,0.26841751507840794
afghanistan,uganda,0.2181851334890994
afghanistan,ukraine,0.24809625520532091
afghanistan,ungarn,0.1600180556390774
afghanistan,usa,0.2958303183437292
afghanistan,vereinigtes_königreich,0.16531184535683568
afghanistan,vietnam,0.2718459074531708
afghanistan,zypern,0.18343486488957444
ägypten,albanien,0.25728131602249354
ägypten,algerien,0.31599540974105933
ägypten,angola,0.3157059916474511
ägypten,argentinien,0.26134039232638784
ägypten,armenien,0.20791239211524018
ägypten,aserbaidschan,0.1874889769863925
ägypten,äthiopien,0.33453874947483087
ägypten,australien,0.3355733825287626
ägypten,bangladesch,0.3214850685487696
ägypten,belarus,0.16012390351617573
ägypten,belgien,0.20243041884316101
ägypten,bosnien_und_herzegowina,0.23739576889068836
ägypten,brasilien,0.32100553319434233
ägypten,bulgarien,0.17527335293900526
ägypten,chile,0.30294146417424284
ägypten,china,0.3326678219333715
ägypten,dänemark,0.1774531717300769
ägypten,estland,0.24000566156652853
ägypten,finnland,0.1892484941472456
ägypten,frankreich,0.323900196018607
ägypten,georgien,0.29324712718616186
ägypten,ghana,0.3763973129677446
ägypten,griechenland,0.31388901266150676
ägypten,hongkong,0.22195854474606663
ägypten,indien,0.3477826326641914
ägypten,indonesien,0.32561970708409094
ägypten,irak,0.2520147995345361
ägypten,iran,0.3046340847692726
ägypten,irland,0.13364610288345388
ägypten,island,0.21645061184648703
ägypten,israel,0.29543659420407364
ägypten,italien,0.25983547705992693
ägypten,japan,0.24205573729692437
ägypten,kambodscha,0.17067558272839312
ägypten,kanada,0.24480939768553836
ägypten,kasachstan,0.17056506899766072
ägypten,kenia,0.2982972814374145
ägypten,kolumbien,0.2641427419816429
ägypten,kongo,0.25407821010088083
ägypten,kroatien,0.19361648896770633
ägypten,kuba,0.2399742752040131
ägypten,lettland,0.19410516655978782
ägypten,libyen,0.2324625994584622
ägypten,litauen,0.2823118743879916
ägypten,luxemburg,0.20655022037033632
ägypten,malaysia,0.2679362307957832
ägypten,mali,0.2312558960819308
ägypten,malta,0.2280622168641322
ägypten,mazedonien,0.31346579110165984
ägypten,mexiko,0.30985598082822974
ägypten,montenegro,0.22091827851428392
ägypten,mosambik,0.3790494453394815
ägypten,namibia,0.24867692075194336
ägypten,nepal,0.270451654819555
ägypten,neuseeland,0.28389907384471835
ägypten,niederlande,0.24362619844064193
ägypten,niger,0.28603980061536877
ägypten,nigeria,0.3043222409910855
ägypten,nordkorea,0.23761603961908154
ägypten,norwegen,0.23053231236493016
ägypten,österreich,0.27620447589059494
ägypten,pakistan,0.26406102130996667
ägypten,philippinen,0.26235829330898613
ägypten,polen,0.17360833745498758
ägypten,portugal,0.2279783571128615
ägypten,ruanda,0.2234872426373153
ägypten,rumänien,0.1904599122726468
ägypten,saudi_arabien,0.36691289031932905
ägypten,schweden,0.23305475212170418
ägypten,schweiz,0.2505708081156857
ägypten,senegal,0.3401816329836055
ägypten,serbien,0.1645592108963777
ägypten,singapur,0.25802668460464095
ägypten,slowakei,0.22584159385475885
ägypten,slowenien,0.22364449897037142
ägypten,somalia,0.29277511090112834
ägypten,spanien,0.23059876339055915
ägypten,südafrika,0.42981620909214924
ägypten,sudan,0.3124311128610584
ägypten,südkorea,0.28587444192613176
ägypten,südsudan,0.17418521750622717
ägypten,syrien,0.250454121286768
ägypten,tansania,0.34455400496801203
ägypten,thailand,0.27739046000159917
ägypten,tschechien,0.17406873185489044
ägypten,türkei,0.24192079678368156
ägypten,uganda,0.2938723447165352
ägypten,ukraine,0.3026742122313022
ägypten,ungarn,0.2133042424870001
ägypten,usa,0.22175192380565317
ägypten,vereinigtes_königreich,0.28184329596167024
ägypten,vietnam,0.21527370936911563
ägypten,zypern,0.3082518624941783
albanien,algerien,0.177445953870644
