Cluster_0,Cluster_1,Cluster_2
afghanistan,algerien,australien
ägypten,angola,belgien
albanien,argentinien,bulgarien
armenien,äthiopien,dänemark
aserbaidschan,bangladesch,estland
belarus,brasilien,finnland
bosnien_und_herzegowina,chile,frankreich
georgien,china,griechenland
irak,ghana,irland
iran,hongkong,island
israel,indien,italien
kenia,indonesien,japan
kongo,kambodscha,kanada
kroatien,kasachstan,lettland
kuba,kolumbien,litauen
libyen,malaysia,luxemburg
mazedonien,mali,malta
montenegro,mexiko,neuseeland
namibia,mosambik,niederlande
nordkorea,nepal,norwegen
pakistan,niger,österreich
serbien,nigeria,polen
somalia,philippinen,portugal
sudan,ruanda,rumänien
südsudan,saudi_arabien,schweden
syrien,senegal,schweiz
türkei,singapur,slowakei
ukraine,südafrika,slowenien
,tansania,spanien
,thailand,südkorea
,uganda,tschechien
,vietnam,ungarn
,,usa
,,vereinigtes_königreich
,,zypern
