Cluster_0,Cluster_1,Cluster_2
afghanistan,albanien,argentinien
ägypten,armenien,australien
algerien,aserbaidschan,brasilien
angola,belarus,chile
äthiopien,belgien,china
bangladesch,bosnien_und_herzegowina,hongkong
ghana,bulgarien,indien
irak,dänemark,indonesien
iran,estland,israel
kambodscha,finnland,japan
kenia,frankreich,kanada
kolumbien,georgien,kuba
kongo,griechenland,malaysia
libyen,irland,neuseeland
mali,island,singapur
mexiko,italien,südafrika
mosambik,kasachstan,südkorea
namibia,kroatien,usa
nepal,lettland,vietnam
niger,litauen,
nigeria,luxemburg,
nordkorea,malta,
pakistan,mazedonien,
philippinen,montenegro,
ruanda,niederlande,
saudi_arabien,norwegen,
senegal,österreich,
somalia,polen,
sudan,portugal,
südsudan,rumänien,
syrien,schweden,
tansania,schweiz,
thailand,serbien,
uganda,slowakei,
,slowenien,
,spanien,
,tschechien,
,türkei,
,ukraine,
,ungarn,
,vereinigtes_königreich,
,zypern,
