Cluster_0,Cluster_1,Cluster_2
afghanistan,albanien,argentinien
ägypten,australien,bangladesch
algerien,belgien,brasilien
angola,bosnien_und_herzegowina,chile
armenien,bulgarien,china
aserbaidschan,dänemark,ghana
äthiopien,estland,hongkong
belarus,finnland,indien
georgien,frankreich,indonesien
irak,griechenland,japan
iran,irland,kolumbien
israel,island,malaysia
kambodscha,italien,mexiko
kasachstan,kanada,mosambik
kenia,kroatien,philippinen
kongo,lettland,singapur
kuba,litauen,südafrika
libyen,luxemburg,südkorea
mali,malta,tansania
namibia,mazedonien,thailand
nepal,montenegro,vietnam
niger,neuseeland,
nigeria,niederlande,
nordkorea,norwegen,
pakistan,österreich,
ruanda,polen,
saudi_arabien,portugal,
senegal,rumänien,
somalia,schweden,
sudan,schweiz,
südsudan,serbien,
syrien,slowakei,
türkei,slowenien,
uganda,spanien,
ukraine,tschechien,
,ungarn,
,usa,
,vereinigtes_königreich,
,zypern,
