Cluster_0,Cluster_1,Cluster_2
afghanistan,albanien,argentinien
ägypten,armenien,australien
algerien,aserbaidschan,belgien
angola,belarus,brasilien
äthiopien,georgien,bulgarien
bangladesch,kroatien,chile
bosnien_und_herzegowina,mazedonien,dänemark
china,montenegro,estland
ghana,serbien,finnland
indien,türkei,frankreich
indonesien,ukraine,griechenland
irak,zypern,hongkong
iran,,irland
israel,,island
kambodscha,,italien
kasachstan,,japan
kenia,,kanada
kolumbien,,lettland
kongo,,litauen
kuba,,luxemburg
libyen,,malaysia
mali,,malta
mexiko,,neuseeland
mosambik,,niederlande
namibia,,norwegen
nepal,,österreich
niger,,polen
nigeria,,portugal
nordkorea,,rumänien
pakistan,,schweden
philippinen,,schweiz
ruanda,,singapur
saudi_arabien,,slowakei
senegal,,slowenien
somalia,,spanien
südafrika,,südkorea
sudan,,tschechien
südsudan,,ungarn
syrien,,usa
tansania,,vereinigtes_königreich
thailand,,
uganda,,
vietnam,,
