Cluster_0,Cluster_1,Cluster_2
afghanistan,albanien,argentinien
ägypten,armenien,australien
algerien,aserbaidschan,brasilien
angola,belgien,chile
äthiopien,bosnien_und_herzegowina,china
bangladesch,bulgarien,indien
belarus,dänemark,indonesien
ghana,estland,japan
irak,finnland,kanada
iran,frankreich,kasachstan
israel,georgien,malaysia
kambodscha,griechenland,mexiko
kenia,hongkong,neuseeland
kolumbien,irland,philippinen
kongo,island,singapur
kuba,italien,südafrika
libyen,kroatien,südkorea
mali,lettland,thailand
mosambik,litauen,usa
namibia,luxemburg,vietnam
nepal,malta,
niger,mazedonien,
nigeria,montenegro,
nordkorea,niederlande,
pakistan,norwegen,
ruanda,österreich,
saudi_arabien,polen,
senegal,portugal,
somalia,rumänien,
sudan,schweden,
südsudan,schweiz,
syrien,serbien,
tansania,slowakei,
uganda,slowenien,
,spanien,
,tschechien,
,türkei,
,ukraine,
,ungarn,
,vereinigtes_königreich,
,zypern,
