Cluster_0,Cluster_1,Cluster_2
afghanistan,ägypten,australien
albanien,angola,belgien
algerien,argentinien,dänemark
armenien,äthiopien,finnland
aserbaidschan,bangladesch,frankreich
belarus,brasilien,griechenland
bosnien_und_herzegowina,chile,irland
bulgarien,china,island
estland,ghana,italien
georgien,hongkong,japan
irak,indien,kanada
iran,indonesien,luxemburg
israel,kenia,malta
kambodscha,kolumbien,neuseeland
kasachstan,kongo,niederlande
kroatien,kuba,norwegen
lettland,malaysia,österreich
libyen,mali,portugal
litauen,mexiko,schweden
mazedonien,mosambik,schweiz
montenegro,namibia,spanien
nordkorea,nepal,usa
polen,niger,vereinigtes_königreich
rumänien,nigeria,
serbien,pakistan,
slowakei,philippinen,
slowenien,ruanda,
südkorea,saudi_arabien,
syrien,senegal,
tschechien,singapur,
türkei,somalia,
ukraine,südafrika,
ungarn,sudan,
zypern,südsudan,
,tansania,
,thailand,
,uganda,
,vietnam,
