Cluster_0,Cluster_1,Cluster_2
afghanistan,albanien,argentinien
ägypten,belgien,australien
algerien,bosnien_und_herzegowina,bangladesch
angola,bulgarien,brasilien
armenien,dänemark,chile
aserbaidschan,estland,china
äthiopien,finnland,hongkong
belarus,frankreich,indien
georgien,griechenland,indonesien
ghana,irland,japan
irak,island,kanada
iran,italien,kasachstan
israel,kroatien,kolumbien
kambodscha,lettland,malaysia
kenia,litauen,mexiko
kongo,luxemburg,neuseeland
kuba,malta,philippinen
libyen,mazedonien,singapur
mali,montenegro,südafrika
mosambik,niederlande,südkorea
namibia,norwegen,thailand
nepal,österreich,usa
niger,polen,vietnam
nigeria,portugal,
nordkorea,rumänien,
pakistan,schweden,
ruanda,schweiz,
saudi_arabien,serbien,
senegal,slowakei,
somalia,slowenien,
sudan,spanien,
südsudan,tschechien,
syrien,ungarn,
tansania,vereinigtes_königreich,
türkei,zypern,
uganda,,
ukraine,,
