,negative_prob,positive_prob
verzweiflung,0.9916627730983478,0.007689848537872888
wettbewerbsnachteile,0.9517531210191886,0.06743970972244638
kuddelmuddel,0.9576701162970688,0.01837332783656785
verbrecher,0.9937583989836332,0.008018141651098966
ausgrenzungen,0.978714009631048,0.019715283068908542
attentaten,0.9342165227081244,0.0347531062423223
erleidet,0.9388260573610084,0.06178286228114593
umweltprobleme,0.9869729761038863,0.011935733259679431
schließungen,0.9635188517296436,0.04458851296206014
jahrzehntelange,0.9942532553484916,0.009897124337670636
fänge,0.9961624852047702,0.003489040258514813
tunnelblick,0.9511968057448535,0.007993502476903985
ausschaltung,0.9618537808251576,0.06145468703914116
durchsichtige,0.9690229672828984,0.05031280091594529
regulärer,0.9405910709069284,0.03490207542233599
verunglimpfen,0.9781860134661332,0.030687283910368006
kuhhandel,0.9727057433413904,0.008404372122157153
kleinliche,0.9893544462875886,0.01585154210148609
bugwelle,0.9878362114254672,0.007628636905395534
vorüber,0.983694124022216,0.01763475350033935
unabsehbar,0.9314042968136246,0.07611645993141439
gekauften,0.9389243992469272,0.015198029420589728
gebetsmühlenartig,0.9824734110676416,0.021761927440528357
chronischer,0.9594544319157652,0.03279981866489461
raster,0.9738715902820128,0.007993204520570762
gefärbte,0.9807902623123996,0.022901008032593102
erstmaligen,0.942689661589567,0.02897947897378525
anheizen,0.9937809066246628,0.015184853111113238
geschlachtet,0.956020758257208,0.03559184707396247
unkontrolliert,0.9639984528871288,0.025142734947493143
totaler,0.9869726938591054,0.03771436333903852
ausblendet,0.9962931831580468,0.008134956236473445
indianer,0.9933465697123196,0.0022056721319215137
qualitätsmängel,0.9696238499023918,0.02852444583915425
überbordende,0.9855174705258566,0.0262235800475034
zurückgedreht,0.949641750728328,0.122681407148461
szenen,0.9618782020214426,0.009610250458839323
auszublenden,0.9922392166005068,0.016529113714525045
agitation,0.9952388357555202,0.0038103894896559898
dequalifizierung,0.95721802038546,0.04525979751472017
laufzeitverlängerungen,0.9492858047096072,0.07463113362899651
umgebracht,0.9547467692641308,0.07096879069715492
hung,0.9458116497614346,0.04672181717978022
regierungstruppen,0.9999999195734576,0.00025977133344424043
kleinmut,0.9388370850517922,0.08535407328890215
trockenheit,0.97217315944457,0.006543749447893182
moslems,0.9560738238517325,0.0821191310951686
gesundheitsgefährdung,0.9413057456455164,0.023847464769470826
unabsehbare,0.9899898810445142,0.011741065305872378
gesetzesverschärfungen,0.9536408903071658,0.022542247145290413
durchgedrückt,0.9804210217824262,0.02700146544988559
adipositas,0.941531549748014,0.030019351906058662
übels,0.961066562809648,0.1001284276168027
überfüllten,0.9900673467322594,0.002677973394007088
seuchen,0.9999927981518628,0.002424281506304315
sondergleichen,0.9348342331925816,0.0369365674551545
widerstands,0.9661279701100826,0.08293710495081746
mainstream,0.9815028644648829,0.004520912405426404
grabenkämpfe,0.987755475624552,0.0113207839890509
subjektiver,0.9524043110771914,0.06069720531361409
erregende,0.9358394864675922,0.08448322231192867
ordnungswidrigkeiten,0.975131606438131,0.016066047521608385
dschihad,0.9306364921826928,0.032831990072535816
muslimisch,0.9343784145605184,0.060900443019298416
parteipolitischem,0.9843615631950156,0.03961027738247564
machtmissbrauch,0.94321055006904,0.07627848683088383
schräg,0.9906085460442736,0.014369148616578153
zunichtegemacht,0.9354333412201032,0.101932456311808
einspruchs,0.9693853661466236,0.02183908311427076
gewandten,0.961620533524428,0.03249211151819937
überfrachten,0.9799477805637232,0.04075982674775283
philippika,0.9511619922163262,0.02287464292745589
verbreitete,0.9724644051879208,0.030244215093059613
ärztemangel,0.9999944444532376,0.002400559445156395
leerstände,0.963308663699844,0.01823713465645808
zurückweichen,0.9971841922747998,0.002464206255528168
kompetenzgerangel,0.9863325374646518,0.0022255558115579555
untaten,0.9843544585861801,0.012551934515999208
nationalisten,0.9893855991581704,0.015020695237227669
gezänk,0.9925436272967776,0.004549292201622551
diffamierung,0.999996270428978,0.0008655390499903872
nierenversagen,0.9322630854084264,0.043989957873719454
auftretenden,0.9921148119872606,0.011734598154312331
jahrelangen,0.9678415710660268,0.047242264542010935
vertagen,0.9701542901872866,0.019774912953565885
straftatbeständen,0.9899374897706334,0.005285251661866051
verfehlungen,0.999996392707346,0.002881359398794549
pontius,0.9589644589683602,0.02539205537200899
notlagen,0.9892810928875198,0.01124213069011937
herrscher,0.9859366006327236,0.007101076888551235
waterboarding,0.9743041602737048,0.021578666280580718
schändliche,0.950270798351998,0.07781705669539353
dünne,0.9950927614187028,0.009100586458010292
ewige,0.9953996918300164,0.006150719226200389
herbeizureden,0.9869731636475582,0.017624484721126668
weltkonjunktur,0.9368324336250344,0.04360109946928209
missglückten,0.9723842701145391,0.017309461086886815
verschenkt,0.9527664755762936,0.06094360351738101
telefonanrufe,0.9687379956963386,0.021472198973157868
mitschuld,0.9758885526352864,0.02429998584548945
verstrickung,0.984339785693234,0.017904851492030308
trauma,0.9841398220125996,0.013130254341654492
selbsternannte,0.961446453515482,0.06187285116863039
ernährungsbedingte,0.9350387387904314,0.06678581727189713
niedergestimmt,0.9320297174845206,0.07706181131567627
erscheinungen,0.9915981625929292,0.008033156320806175
vergiftung,0.97235055306652,0.01999883615596573
unterton,0.9860244497575884,0.002335129725112495
deserteuren,0.96266778476157,0.03792046467538138
zerrütteten,0.9546187620308868,0.09204551147190124
unsachliche,0.9862494017745306,0.011984456051253114
allergien,0.9574643017637174,0.01743176207364432
desasters,0.9945806455843341,0.007672550084348971
kleinkram,0.9768488696807924,0.025345855874608192
dumping,0.9744848868403572,0.018321955329644615
verstümmelt,0.9967049400416652,0.003134449138935265
bombardements,0.9973918678594108,0.005115852886170985
wüste,0.9670360566862152,0.004187946761891123
paschtunen,0.9324487405128158,0.029787010704533875
zerrissenheit,0.9632647167865308,0.010434599458583141
wahlfälschung,0.9870640587115584,0.018430062212303974
staus,0.9719348636540416,0.020506564696531792
schweinereien,0.960450334918817,0.03598302262641481
atomkatastrophe,0.951708905689178,0.03251123356559093
gezerre,0.9955909912759618,0.0014141204077516116
personalintensiv,0.935316007502604,0.07429220782350578
gespenst,0.9699322346530992,0.011325783015784258
umsturz,0.9754927999091008,0.02148077388773869
lieferengpässe,0.9479261682136128,0.04720272587654482
abgerutscht,0.9550053267804924,0.02281207402881446
natokrieg,0.9323323673630178,0.05228393460416599
sicherheitslücken,0.9909604289925418,0.01821380697873219
sicherheitsrisiko,0.9567257790477628,0.04483882287178001
nsregime,0.959779765251906,0.018585208360561243
menschenverachtung,0.9918487017833016,0.014490168346133838
neiddebatten,0.9599318832871968,0.05558327181938088
rechtsterroristischen,0.9396108931220116,0.07941047052755379
weihwasser,0.9469857630569588,0.026244273836135232
jahrelanges,0.9455481207653132,0.04001992708068145
kurdische,0.9716343016427323,0.025354141621127587
übertünchen,0.9867867253429824,0.018903638250246626
herumzureden,0.9365353513842786,0.043886893112846034
umsatzsteuerbetrug,0.9954772557324286,0.0037657810941681227
gerüchten,0.9705091608549836,0.02743056984240606
umweltrisiken,0.944824074125532,0.08341439702052189
freiheitsberaubung,0.9957061429962748,0.010028938643991405
bredouille,0.9532504247101574,0.03573693424694505
atomwirtschaft,0.9860110803128966,0.006471391508254737
genozids,0.9933798119696452,0.012483940803233014
unruhe,0.9815742442418296,0.02134187204699566
entwicklungsstörungen,0.970991245736366,0.03067410502180864
unzuverlässigkeit,0.9914589775911192,0.01073151090095466
imperialen,0.9676368656980504,0.05540016525649695
kleinlichen,0.9545057759337668,0.05041038374314479
ratten,0.9517109873868829,0.015025296960991485
nil,0.9473500471336852,0.06050453513462624
davonkommen,0.9913556218781618,0.009696365802938249
hundertausende,0.9634536981798596,0.052678210548803436
deserteure,0.9829748511546704,0.03652955452283625
steuerschraube,0.9859647891156544,0.012950366795955737
zwangsheirat,0.9586046542158098,0.06261944606469116
selbstverständlichkeiten,0.950735138083788,0.0993640159758828
vorhalt,0.9352211328178824,0.010478042654759552
sexuellem,0.9301546229584856,0.07518381732231891
tabuisieren,0.9839531499546552,0.011022443785096805
zumutungen,0.9859294729840972,0.021001087455194016
verantwortende,0.9316145816244236,0.049023997264102316
schlamassel,0.9782107590004476,0.004418620100555684
ansteigende,0.9515558529777344,0.041511234599231436
konzeptlosigkeit,0.9920804864350856,0.003823921989784121
armenier,0.9313848981389264,0.0987440933789599
destabilisieren,0.9358176861455004,0.11427141086360453
konkurrenzkampf,0.9773625762165956,0.0068898504766168435
reaktorkatastrophe,0.9384368708027214,0.05594793720706759
myanmar,0.9535135078009022,0.04723072361261923
völkerrechtswidrige,0.984037225750314,0.015327096061433832
strukturbrüche,0.9681602964504412,0.039497953058232935
kniefall,0.9542493464753432,0.018857014542876308
schönfärberei,0.9899891737947116,0.011607111188639444
weltöffentlichkeit,0.9582663799583959,0.013221334513772451
landarbeiter,0.9595348815312345,0.017616891741076304
gepresst,0.9409028075163118,0.06994771305971251
vorkommnisse,0.9632664310630628,0.016298154007739686
andersherum,0.9707335041830784,0.007192178474477084
anwürfe,0.9930061252681022,0.005426379068029416
anwerbestopp,0.9492552245477908,0.008797633531393765
sudanesische,0.9667908387239632,0.05867024188082465
praxisfern,0.9962396657325844,0.006796124985157917
pilatus,0.9620895523877746,0.020797139650935537
bremsspuren,0.9767280941060966,0.04705250506715219
abgezockt,0.9790630624830559,0.04151735437539908
schädigungen,0.9861049634959336,0.026412261358417857
nichteinhaltung,0.9792721057906332,0.01495325747008331
schieflagen,0.9999978359897042,0.0024465507715988274
buben,0.9801347582288008,0.034356838560492944
unterbleiben,0.9967196619306762,0.00499959661611135
mittäter,0.9890633039566392,0.012049637497816528
ungeklärte,0.9747608546407321,0.032609358079260235
atommeiler,0.9942143355012728,0.0021107732018114294
unterernährung,0.9999891733823412,0.002397774874709548
terrorgruppe,0.9891158342931409,0.008105141835004319
vergewaltigungen,0.9999999432066644,0.0004771102359924333
aufmärsche,0.9901029508235252,0.01625561183885088
populistisches,0.9549724874156316,0.04274371674809111
parteipolitik,0.9634372301346964,0.02388772561870586
verdrängungswettbewerb,0.9414870134450596,0.015265634470555596
ignorierte,0.9421180876964425,0.05641696818893871
verfestigter,0.9545302691644136,0.05260966593051265
mölln,0.9328018485846638,0.07328250288599984
pogromen,0.9554751503759056,0.03456720953965766
fortgesetzten,0.9760356729222851,0.037903653050115636
irreführung,0.9845948280268068,0.0230033123200012
haftbedingungen,0.993304386055544,0.00226042316716944
flickschusterei,0.9736228231649136,0.026536024242363586
empfindlichen,0.9339065262317524,0.07002992480732914
resistenz,0.9408414361619744,0.03356661240708444
dichtgemacht,0.955052082759876,0.03961258704884504
schimäre,0.9469986498854204,0.041830557258843465
geschichtslosigkeit,0.942539935398046,0.04279588097567867
drakonische,0.9418863536404182,0.05650398719486172
gewinnverlagerung,0.9587090712812684,0.0579987844977306
heranwagen,0.9381199789113414,0.06170349701919234
beliebigkeit,0.9499626988955336,0.03630856328770045
sperrung,0.9921547857022724,0.010911122196371864
kohlregierung,0.9542739345147436,0.052040420827976525
daesh,0.9942269533864264,0.011495135953857424
sprachlosigkeit,0.9999998674159549,0.0013908079931072082
zockerei,0.9782503005191406,0.029435935964562007
stalking,0.999984422257621,0.0022538417960447205
gedächtnisverlust,0.9863485459311426,0.010826582395232395
warnzeichen,0.9876838453480944,0.01645804078400815
kritikern,0.986935033492318,0.028654809991382174
antifaschismus,0.9331821655542876,0.047217331699649374
gesetzeslücken,0.9999919619868052,0.008981311339924967
ablehnende,0.9848623137689608,0.03251162394886025
eingehandelt,0.9406828156131072,0.1077607213197515
hypothek,0.98396196169294,0.015927543569859287
nichtstun,0.9895872208475809,0.008637313885312043
sklerose,0.9744482386615316,0.017578088868216726
burka,0.9640926844532448,0.02870370641210012
ertrunken,0.9888283289533528,0.006433529237648267
preisgegeben,0.9417419833470262,0.058672437261799174
kehrten,0.9517274186553956,0.02925247736985748
mätzchen,0.9642507651443734,0.041617588875727404
hilfeleistung,0.9300568028916959,0.04078506482694274
konzeptlos,0.9809728178907134,0.01600337167850601
affront,0.9684402543863074,0.028807173334422863
widerstandshandlungen,0.9643677339837542,0.021569053770495727
massen,0.9415664359103856,0.051257623290698086
kavaliersdelikte,0.9884804488725278,0.014228970482733846
denkfehler,0.9820013555644562,0.008412166005244361
exportorientierung,0.9398132573595256,0.04454968026679781
homophob,0.9440844111944741,0.034193123611659465
lähmung,0.9999996372607552,0.0009646222380050797
miesmacherei,0.9316390783654556,0.06070686696268308
unkalkulierbaren,0.9308397924095316,0.07351412466066434
fässer,0.9562369459006236,0.009271175512990552
selbstbetrug,0.9962324014446994,0.0064728671446051935
unsinniges,0.9318297358191258,0.0584610012642447
amüsiert,0.9537647184557231,0.04672582007156487
polizeistationen,0.937706105025688,0.05246078235049173
abgeworfen,0.9740611739485464,0.02594267247665096
eingewiesen,0.9590956687552448,0.01334701603186685
terrorangriffe,0.9837000390113344,0.014451311379022848
bandendiebstahl,0.9555461305459816,0.02880466987521885
exzess,0.981327176751028,0.011390480974027376
verzögerung,0.9381450062504004,0.07173224346201902
instrumentalisierung,0.9735084584577838,0.014477178272291185
kriegsabenteuer,0.9537989993147032,0.023111225715615046
visaerteilung,0.9552679456728156,0.030449804382238363
amnesie,0.999987082552914,0.0010127358675644832
beitragssteigerungen,0.9999875459651428,0.002267024536871605
rechtsradikale,0.9948484362845648,0.005574800357073689
überziehen,0.9522269868548908,0.060327703416931014
rechtsterrorismus,0.981887473347656,0.026001676888791108
boykottiert,0.9340046153220491,0.0750125360800594
haltmachen,0.9786032693260348,0.013996686123862465
kostendruck,0.997062032156012,0.0010510433176538485
schleichend,0.9999973455120036,0.000842084946005892
bildungsarmut,0.994963567711192,0.009645696254398305
billigend,0.9876591511450192,0.013094410016476923
traumatisierung,0.9999989758879236,0.0009741609815183019
numerus,0.9667533177811674,0.02429200331774665
betrügereien,0.9959478316914471,0.0060027797915669714
blendet,0.9447821718941751,0.045983302403350704
wegbrechenden,0.9888578994410004,0.013990062566622498
taktische,0.9807009888122524,0.017239336519540363
mobbing,0.9999916879417218,0.0016675121926762381
verleumdungen,0.9955594612951926,0.005595261588212636
extreme,0.9827003744762955,0.02553838772153005
zerbrochen,0.9712052200778932,0.06884595917457087
sitzende,0.9594853236974836,0.050985783230470684
warteschleife,0.993077191604254,0.0012238948362166767
horrorszenarien,0.9940969145197228,0.012991934278860407
schier,0.9865918308712744,0.036915101974639465
aufgedeckten,0.9594300163103772,0.036907013615891576
angeprangert,0.999989054022858,0.004824833168627133
strafrechtlicher,0.9757520988860254,0.0406218854087342
janukowitsch,0.9342288818007298,0.1468818125404962
rechtlos,0.9955084125863491,0.004589996820947535
skandalen,0.9933581066237812,0.01166263587597089
lüge,0.9667796221752388,0.02313899709719988
überteuerte,0.9731446524776688,0.016273406964823538
taiwan,0.9477995536376526,0.04663260910279198
südeuropäischen,0.992177985962468,0.02246285398508726
umgekommen,0.9789342066035108,0.027487907150992502
drangsalierung,0.9644431176346256,0.04911717859011744
vertragsstrafen,0.9518225299552948,0.01906586675844481
mißbrauchen,0.968387417406228,0.03922156595534089
stammtischparolen,0.9904211281423304,0.016402881688561608
asylmissbrauch,0.9936696564714425,0.005231576561771914
sextourismus,0.9697000391103512,0.0210012210509304
anführungsstrichen,0.9883841664379954,0.00343962250376718
fehlens,0.9559655329960962,0.14075095713539446
überwachungsstaat,0.946899285274912,0.034115912488759115
verzeiht,0.9439518691303398,0.04788572623300765
verpennt,0.9784107857607596,0.059248819152931474
gekniffen,0.9611464185774964,0.08603032059964083
notwehr,0.9566258870751644,0.06739529697200271
talfahrt,0.9906922342122134,0.008687857903420066
ausbildungsplatzlücke,0.9316099282996,0.035490027166554215
gefangenschaft,0.9608188543345098,0.017940486249643367
frust,0.9836672359673152,0.01984941927826064
farc,0.9414924407447156,0.04165126032665089
inhaftiert,0.9828910027245144,0.026801834590321767
zuviel,0.9927024780811614,0.01975063028337315
demokratiefeindlichkeit,0.9676011464071006,0.0407684758991512
häufung,0.9999922786699842,0.002467223471174003
piratenangriffe,0.9493614984564512,0.02530964253928439
aufzuwiegen,0.9463132385843062,0.1108140970029496
auseinandergeht,0.9699418087018428,0.02493295888376185
wissentlich,0.9780478015934146,0.014704495759355738
überflutungen,0.9805243273077678,0.016013372800446304
stattfanden,0.9607709465572314,0.025782688628037044
brüche,0.9328720742407683,0.07933063112611907
bauarbeitern,0.9669862691400952,0.03952572731396423
verängstigen,0.9913100455289722,0.010600298982694113
zeitnot,0.9404316031119068,0.044838641649237294
abtreibung,0.9374247730991679,0.031582818041687374
sars,0.9973775119767582,0.0012741071183597712
rückschritte,0.9939738503596528,0.028256676973472793
unsachlichen,0.9960291518470272,0.00829900542353025
rationierung,0.9855695612271114,0.028552227538386307
kernfragen,0.9693746907918452,0.01932831670943989
unerkannt,0.9798952395124466,0.03972259412799788
unregelmäßigkeiten,0.9377616670572708,0.09704992283133924
einnahmeausfällen,0.9897710846575584,0.0140772162300508
durchgezogen,0.9798614980713408,0.03832537004849715
preisschwankungen,0.9447529008204238,0.05013266267871856
komische,0.9480097386909068,0.1116293191034016
oppositionellen,0.9471604010632602,0.15731993085213236
mißtrauen,0.9887589476466084,0.049704229502234944
albanischen,0.9729183294214112,0.095000199601502
fanatikern,0.9808866051908136,0.0126549958976284
martialischen,0.9478723257600544,0.04759697828563584
ansehensverlust,0.9774285410962028,0.03451237692298477
jugoslawiens,0.9648715900444136,0.041591668895702164
verrohung,0.9999869396611796,0.0057632160976823655
luftverschmutzung,0.955862721332484,0.01965935359489057
vertrauensverlust,0.9954001989280828,0.016445775486533133
unbeweglichkeit,0.9838481041940196,0.02773986408855189
unberechenbaren,0.9919694363269248,0.0056055798525174935
schlachten,0.9478503601872952,0.0437586139283659
verschwörungstheorien,0.9884521841421832,0.032799251284080615
kriegsverbrechen,0.9999885227833896,0.006713826735228568
abwendung,0.9704094981665776,0.026787988270277518
widerstandes,0.9719963620098016,0.06295502591008811
sunnitische,0.9852846801863626,0.026233593007246044
bürde,0.9705261097429192,0.049453867624850184
warlords,0.9866219029577638,0.017938991579183924
bodenerosion,0.9352740190287788,0.029524316041629507
absurdität,0.9844272413290981,0.01584995768662676
kostenfallen,0.9413613334483386,0.05171028049884836
demonstrierenden,0.9310563953253082,0.05140998083695702
flüchtlingsunterkünften,0.9342758635346596,0.022588927160544545
entwaffnet,0.9889418873842428,0.02624084308492681
langzeitfolgen,0.9647838245382084,0.03055881176553813
komischen,0.9601669577505788,0.018936490630520664
krux,0.9724580297724228,0.00943478996368612
ausfall,0.9733861976938156,0.01903822650427484
unverschämte,0.9421688732283342,0.0859666394700205
verkehrsunfällen,0.9807425991274148,0.016942315716259194
kurzatmig,0.9888605616221462,0.014012889372707914
fehlentscheidung,0.9561787264248915,0.014121604122548615
unterbleibt,0.9880337378218159,0.010103321586557712
andersgläubige,0.9942961145752076,0.006445963524636933
scheinheiligkeit,0.9700133253316936,0.1018157669012834
verteufelung,0.9485871538874522,0.06553098873033635
abzuschieben,0.9763670305418399,0.026639236388031243
klammen,0.963063681256121,0.026290206271865985
zwangslage,0.95062060241668,0.034481472549742286
vollstreckungsbeamte,0.9896990364533907,0.0106828905133412
herbeigezogenen,0.9657979621853748,0.029821793759637456
sozialabbau,0.9961201206878236,0.0037795369061562134
verschleuderung,0.9458344552710848,0.09030738388508593
verfall,0.9906338298618544,0.0109255729939307
defensive,0.9611536011948684,0.014121847313657104
drohende,0.9953786052505592,0.008741324028351398
ostukraine,0.9912524474558008,0.0057600398930361535
aufgerissen,0.9812887332866714,0.03075740428385253
erniedrigung,0.986069620038688,0.02083062362067581
kleinstaaterei,0.972528968253478,0.007457707173504673
tobte,0.9606748320041668,0.04370065627046255
streichungen,0.9505607146875562,0.011955828561952894
unfug,0.9674333290849548,0.047223657718972835
rändern,0.9553733246946644,0.034120222620663734
lebensbedrohliche,0.9948144564503656,0.006594248943049128
repressalien,0.9999999761064928,0.0003218210901368166
islamistischen,0.9443225938171912,0.08160091101564056
überstürzte,0.9800690649194412,0.018400013326068908
plumpen,0.9999878309476312,0.0017353190541315995
zivilisationen,0.9474620006014118,0.04764072490467989
verfestigung,0.9966164419259644,0.00758109178013013
aufzubürden,0.9488095445948974,0.07053508234498566
strafverschärfung,0.9325920664182958,0.029196819998776907
barrikaden,0.9430126629976924,0.00883256977760771
diktators,0.982419163518254,0.03598632127042658
geldstrafen,0.9837266310437912,0.009416763073818855
verfehlter,0.9973030183159632,0.014420225967944959
vernebeln,0.9912692139569316,0.012147050906843086
technikfeindlichkeit,0.9659730732450964,0.04607138203087074
eindringen,0.9950593578829758,0.005398295868043058
anklageschrift,0.9472117647828212,0.011665665780229954
strompreiserhöhungen,0.9733691312698084,0.047336330218564295
konjunkturkrise,0.9689216565621128,0.03908266544856976
geistliche,0.9359376282688048,0.028704933489540323
ungelösten,0.9794717440654784,0.021552196814390037
fremdenfeindlich,0.9588589032908242,0.04562657593859639
fünfeinhalb,0.9305998901722872,0.0808816048847478
kriegshandlungen,0.9858713921987244,0.020862002022033803
investitionsrückgang,0.9331364324005714,0.059758985812194985
ordnungswidrigkeit,0.9776548145964232,0.007262504858763445
eskalationen,0.9639268668010365,0.05099583522787244
desaströse,0.9999862873822508,0.002702689071116939
aufzubrechen,0.9504710880433124,0.13758250905542796
waisen,0.9621468203840002,0.010666787829632277
menschenhändler,0.9902004775053628,0.01076652979181757
schöngeredet,0.9864859309426438,0.01247098335349133
unsitte,0.9796393401746262,0.0236927699157051
zerreißprobe,0.9819636153413852,0.0064205462067722045
zerfall,0.9786872842136222,0.032381042239301244
entrüstung,0.9830061896753964,0.0502654193842659
beratungsresistent,0.9927384565102434,0.03461849250063332
hinauszögern,0.9829753058766386,0.017550639499110315
kloster,0.9731696895491178,0.005759962420145331
permanente,0.9668782622338724,0.07695419617738153
hybris,0.9856947608528582,0.011684868342983556
rechtsradikalismus,0.9835570646620108,0.025074040241384016
missbräuche,0.9961193786932564,0.006554970880070246
bildungspolitisch,0.9582087924851412,0.02550965662578849
zuzuschieben,0.9696104403977086,0.05805323090691372
unkontrollierte,0.9809452733295144,0.05206026813954162
überfüllte,0.9930215551581992,0.007395020197626306
sanktion,0.9898470492806942,0.01200066996811819
aufkauf,0.9974332706332534,0.0024231712307185103
wackligen,0.9762466648916022,0.03697719200580447
überstürzten,0.9375581461813932,0.060485924169249486
gläubigen,0.9336241026776756,0.05583919198394796
geschlagene,0.9466186406957984,0.04381471094554155
miloševi,0.9884090187772724,0.014120505667616566
umgekehrte,0.9894546504159488,0.0166766563536618
mafia,0.9811919381233052,0.005666049388181019
militärschlag,0.985808423957548,0.005211987977611863
maghrebstaaten,0.9816478987144636,0.009618370808096641
reagierte,0.9404816245349013,0.06214823454919562
unterlässt,0.9392800874732736,0.05461259999536072
geradewegs,0.946157983544246,0.03189948146210224
gebeutelt,0.9774141970873972,0.0320454574172735
zerfallende,0.9752849309779984,0.06327683971552485
unterbietungswettbewerb,0.9879011463117118,0.008392747868618067
obstruktionspolitik,0.9582514525234068,0.013451620925271149
neokolonialismus,0.9847924089035368,0.017604289967151198
durchleben,0.9877028188596106,0.022192724343163217
torpedieren,0.9466132310641474,0.12103429720062997
gespaltene,0.9403164775390896,0.1541892514570685
irrfahrt,0.9302165675427284,0.05475610617674269
wüsten,0.9925443473230154,0.013434397567035595
hungerlöhne,0.961361543206863,0.088229366289931
brandbeschleuniger,0.9719977786187898,0.054912206926650116
hemmschwelle,0.9612540354113568,0.032817896296937675
syrischer,0.9782775112199432,0.021517706285110932
resignation,0.9999993711860274,0.0010487169996579887
andischan,0.9789803082257378,0.008635432579984075
unpraktikabel,0.9881822153893376,0.011557537090702856
zigtausend,0.9472609728326636,0.05142311290490479
übernutzung,0.9814444251975958,0.017197425159070016
fehlgeburten,0.9839469248484072,0.0177257055790977
wahlkampfabm,0.930076323990582,0.09054003132047986
verantwortungslosigkeit,0.9962329743206114,0.008135455291639651
exekutiert,0.9781610719967712,0.04727282278276542
zerfällt,0.9885150248603664,0.01076069300594089
nichthandeln,0.9792900262007012,0.014035552600631765
dauerarbeitslosigkeit,0.9643480292908222,0.03028239561382155
morris,0.9320763794183382,0.031448933281302535
nationalistischen,0.9792987274276601,0.04705292586597011
fluchtrouten,0.932221445328598,0.04502888130995317
physischen,0.982163305729054,0.015559203729931463
gurkentruppe,0.938469543800828,0.03745389097663295
schlaganfälle,0.9921093271965136,0.009202120607667223
neid,0.9525059345536138,0.09228120102647157
angeblicher,0.999989564245333,0.006279336596361815
linksextremistischen,0.9361914805829537,0.09126537297276742
greifenden,0.9467197049630138,0.08800489192396635
mittendrin,0.9456141800889384,0.026004388521436092
zeitbombe,0.9706216338166632,0.012100975568798666
antieuropäische,0.9902295084418552,0.016845362612854554
renditedruck,0.944700331859396,0.02880295178750169
vertagt,0.9736605729018036,0.02543258224529644
nationalsozialistischer,0.9926806261319168,0.020210213658081684
verlustes,0.982240428015742,0.018337139277746262
preissteigerungen,0.94578987240283,0.0709712090693954
schützengräben,0.991430714618478,0.006145554394627557
spannen,0.9824562239956648,0.019934386855048038
spielsucht,0.9573635127226264,0.0508780154541502
geringfügigkeit,0.9895683266143204,0.0071444110200759095
asymmetrischer,0.9378941432080928,0.07330569800780222
irlands,0.9775120205302252,0.009475144971628815
jacke,0.9307847861540828,0.013555438277594836
gebremst,0.934483672264221,0.14877149362150555
westsahara,0.9545645691828234,0.028597172786029933
verpufft,0.9795484928218934,0.05347078665312202
entlassungen,0.9964040931270596,0.00473135009080914
durchfall,0.9630332444800168,0.017805599634798296
aufgezehrt,0.9563656451774084,0.07555212016147765
versauerung,0.9395965916929664,0.02760094202282658
vergehens,0.9500238007604076,0.05046825019015081
verfilzung,0.9544738301185068,0.05734488093798125
hinrichtungen,0.9999897064975992,0.003298656732106765
rekrutiert,0.96507279258645,0.027940401520939028
bespitzelung,0.9915353736511978,0.011368509961631095
angestiegenen,0.9891450870982696,0.010190013421628013
versickern,0.9549849023180288,0.030450076796337582
zeitdrucks,0.949573068863104,0.1063126654171362
mantraartig,0.9510980016251172,0.03661163549473247
panik,0.9953932304814735,0.005084702740376511
langzeiterwerbslosen,0.9856095728241876,0.033235931999130365
erdogans,0.9971361666426339,0.004440631971701116
müllhaufen,0.94776250305859,0.04128596106402286
auswüchsen,0.9999897481592068,0.005838092538362069
frauenfeindliche,0.982824046256569,0.020800747569436263
majestätsbeleidigung,0.9537756884634109,0.02389343954755711
verweigerung,0.9805056543141164,0.02360214588393812
todesursache,0.9441532819596202,0.039777759045324525
wandert,0.9752043083875064,0.008264923415335345
malträtiert,0.9402340073449812,0.06605661603239901
dummheit,0.9972409483290612,0.0051868852611853524
schutzbefohlenen,0.9774821482602112,0.02121008565946644
damaskus,0.9500838683106356,0.0077140960530398435
ausplünderung,0.9779208283978892,0.05316501374200675
programmiert,0.9922891546408906,0.004253543039240703
denunziert,0.978443789328875,0.03809833466136589
übergriffe,0.9565368508370614,0.05090953562575546
dilettantismus,0.9799029152224124,0.049183806804800036
keimen,0.9788358416684836,0.019865959374091063
uneinigkeit,0.9838769581385972,0.014789628942687037
umweltkatastrophen,0.9842065153031492,0.020114911542217933
aussitzen,0.9685150169728276,0.017202251827481856
zynismus,0.9750509560269306,0.048958674237442684
rückschlag,0.9514058138575184,0.04406094096472163
abgrenzungen,0.9596333183032609,0.02122450139628614
schlechterstellung,0.990507650753476,0.023961984219868997
extremistischer,0.9447353032632516,0.06723561470838316
unternehme,0.9684428397173632,0.02896212042210255
wühlen,0.9586613319459348,0.03812336537249632
kubanischen,0.9392991473707052,0.09736377389704168
filz,0.9872487731437566,0.009053862994342368
zeitverlust,0.9606781723234996,0.05071663587949361
verbohrtheit,0.9535176781111724,0.02796686498063731
frisst,0.9560554029555852,0.018793747008389854
sparprogramme,0.9644936691477524,0.03584168936791572
